0.0166977	0.0985961	0
0.0205425	0.0979314	0.00163617
0.024235	0.0972653	0.00327191
0.027633	0.096622	0.00490677
0.0306056	0.0960236	0.00654031
0.0330378	0.0954896	0.00817211
0.0348355	0.095036	0.00980171
0.0359286	0.0946747	0.0114287
0.0362741	0.094413	0.0130526
0.0358573	0.0942535	0.014673
0.0346929	0.0941938	0.0162895
0.0328239	0.0942266	0.0179017
0.0303205	0.0943402	0.019509
0.0272768	0.0945186	0.0211112
0.0238077	0.0947425	0.0227076
0.0200443	0.0949898	0.024298
0.0161288	0.0952365	0.0258819
0.0122089	0.0954577	0.0274589
0.00843251	0.0956286	0.0290285
0.00494187	0.095725	0.0305903
0.00186798	0.095725	0.0321439
-0.000674292	0.0956093	0.033689
-0.00259068	0.095362	0.035225
-0.00381115	0.0949714	0.0367516
-0.00429253	0.0944304	0.0382683
-0.00402025	0.0937367	0.0397748
-0.00300883	0.0928929	0.0412707
-0.00130136	0.0919065	0.0427555
0.00103215	0.0907895	0.0442289
0.00389748	0.0895581	0.0456904
0.00717986	0.088232	0.0471397
0.0107483	0.0868334	0.0485763
0.0144607	0.0853867	0.05
0.0181691	0.0839172	0.0514103
0.021726	0.08245	0.0528068
0.024989	0.0810096	0.0541892
0.0278272	0.0796182	0.055557
0.0301259	0.0782957	0.05691
0.0317909	0.0770582	0.0582478
0.0327521	0.0759177	0.0595699
0.0329664	0.074882	0.0608761
0.0324194	0.0739536	0.0621661
0.0311257	0.0731305	0.0634393
0.0291284	0.0724055	0.0646956
0.0264976	0.071767	0.0659346
0.0233276	0.0711995	0.0671559
0.0197333	0.0706837	0.0683592
0.0158457	0.0701978	0.0695443
0.0118071	0.069718	0.0707107
0.00776528	0.0692194	0.0718582
0.00386822	0.0686775	0.0729864
0.000258094	0.0680684	0.0740951
-0.00293402	0.0673703	0.075184
-0.00559324	0.0665641	0.0762527
-0.00762526	0.065634	0.077301
-0.00896	0.0645687	0.0783287
-0.00955429	0.063361	0.0793353
-0.00939349	0.062009	0.0803208
-0.00849213	0.0605153	0.0812847
-0.00689325	0.0588878	0.0822268
-0.00466683	0.0571385	0.083147
-0.00190706	0.0552837	0.0840448
0.00127131	0.0533434	0.0849202
0.00473732	0.05134	0.0857729
0.00834886	0.049298	0.0866025
0.0119582	0.0472429	0.087409
0.0154175	0.0451999	0.0881921
0.0185847	0.0431936	0.0889516
0.0213288	0.0412465	0.0896873
0.0235351	0.0393785	0.0903989
0.0251094	0.037606	0.0910864
0.0259818	0.0359411	0.0917495
0.0261092	0.0343915	0.092388
0.025477	0.0329602	0.0930017
0.0241	0.0316451	0.0935906
0.0220212	0.0304393	0.0941544
0.0193109	0.0293313	0.094693
0.0160633	0.0283055	0.0952063
0.0123933	0.0273429	0.095694
0.00843203	0.0264218	0.0961562
0.00432169	0.0255185	0.0965926
0.000210183	0.0246084	0.0970031
-0.00375456	0.0236668	0.0973877
-0.00743033	0.0226701	0.0977462
-0.010686	0.0215965	0.0980785
-0.0134068	0.0204271	0.0983846
-0.0154982	0.0191462	0.0986643
-0.0168903	0.0177424	0.0989177
-0.0175397	0.0162089	0.0991445
-0.017432	0.0145436	0.0993448
-0.0165815	0.0127494	0.0995185
-0.0150314	0.0108341	0.0996655
-0.0128515	0.0088099	0.0997859
-0.0101361	0.00669323	0.0998795
-0.00699988	0.00450396	0.0999465
-0.00357382	0.00226471	0.0999866
-7.29881e-10	-4.30977e-09	0.1
0.00357382	-0.00226472	0.0999866
0.00699988	-0.00450397	0.0999465
0.0101361	-0.00669324	0.0998796
0.0128515	-0.00880991	0.0997859
0.0150314	-0.0108341	0.0996655
0.0165815	-0.0127494	0.0995185
0.017432	-0.0145436	0.0993448
0.0175397	-0.0162089	0.0991445
0.0168903	-0.0177424	0.0989177
0.0154982	-0.0191462	0.0986643
0.0134068	-0.0204271	0.0983846
0.010686	-0.0215966	0.0980785
0.00743033	-0.0226701	0.0977462
0.00375456	-0.0236668	0.0973877
-0.000210188	-0.0246084	0.0970031
